NlmUniqueID	MeshHeading	sherpa_id_x	sherpa_has_oa_path	embargo	sherpa_id_y	embargo_published_version	embargo_accepted_version	sherpa_oa_green	sherpa_id	additional_oa_fee	sherpa_oa_hybrid
101674571	Diagnostic Imaging	35942.0	yes	12.0	35942.0		12.0	yes	35942.0	yes	hybrid or gold
101674571	Gastrointestinal Diseases	35942.0	yes	12.0	35942.0		12.0	yes	35942.0	yes	hybrid or gold
14480310R	History of Medicine										
14480310R	Science										
9112807	African Americans										
9112807	Nursing										
9112807	Nursing Research										
24320650R	Malaria										
24320650R	Tropical Medicine										
59930170R	Neurology										
59930170R	Psychiatry										
9418450	Emergency Medicine	6769.0	yes	12.0	6769.0		12.0	yes	6769.0	yes	hybrid or gold
8904605	Education, Medical	10295.0	yes	0.0	10295.0	0.0	12.0	yes	10295.0	yes	hybrid or gold
9114562	Education, Nursing										
9114562	New York City										
9114562	Nursing										
9114562	Nursing Care										
9114562	Schools, Nursing										
101499145	Ambulatory Care	1715.0	yes	12.0	1715.0		12.0	yes	1715.0	yes	hybrid or gold
101499145	Pediatrics	1715.0	yes	12.0	1715.0		12.0	yes	1715.0	yes	hybrid or gold
14490460R	General Surgery										
8917200	Psychiatry	27949.0	yes	12.0	27949.0		12.0	yes	27949.0	yes	hybrid or gold
9440159	Radiography	1716.0	yes	12.0	1716.0		12.0	yes	1716.0	yes	hybrid or gold
9440159	Radiology	1716.0	yes	12.0	1716.0		12.0	yes	1716.0	yes	hybrid or gold
7503275	Periodontics										
14510400R	Mites										
14510400R	Ticks										
0157313	Chemistry	7760.0	yes	12.0	7760.0		12.0	yes	7760.0	yes	hybrid or gold
0157313	Research	7760.0	yes	12.0	7760.0		12.0	yes	7760.0	yes	hybrid or gold
14510510R	Medicine										
14520180R	Medicine										
1254476	Accidents, Traffic	165.0	yes	12.0	165.0		12.0	yes	165.0	yes	hybrid or gold
9305090	Accidents										
9305090	Emergencies										
9305090	Emergency Nursing										
9305090	Nursing Care										
9100813	Ethics	288.0	yes	12.0	288.0		12.0	yes	288.0	yes	hybrid or gold
9100813	Program Evaluation	288.0	yes	12.0	288.0		12.0	yes	288.0	yes	hybrid or gold
9100813	Research	288.0	yes	12.0	288.0		12.0	yes	288.0	yes	hybrid or gold
9104824	Medicine										
0373054	Medicine										
0137764	Neoplasms										
101729147	Biocompatible Materials	39490.0	yes	12.0	39490.0		12.0	yes	39490.0	yes	hybrid or gold
101504991	Biocompatible Materials	7761.0	yes	12.0	7761.0		12.0	yes	7761.0	yes	hybrid or gold
101504991	Chemical Phenomena	7761.0	yes	12.0	7761.0		12.0	yes	7761.0	yes	hybrid or gold
101654670	Biocompatible Materials	31995.0	yes	12.0	31995.0		12.0	yes	31995.0	yes	hybrid or gold
101654670	Bioengineering	31995.0	yes	12.0	31995.0		12.0	yes	31995.0	yes	hybrid or gold
101282906	Biochemistry	7762.0	yes	12.0	7762.0		12.0	yes	7762.0	yes	hybrid or gold
101282906	Biology	7762.0	yes	12.0	7762.0		12.0	yes	7762.0	yes	hybrid or gold
101525337	Nervous System	7763.0	yes	12.0	7763.0		12.0	yes	7763.0	yes	hybrid or gold
101525337	Neurosciences	7763.0	yes	12.0	7763.0		12.0	yes	7763.0	yes	hybrid or gold
101540531	Chemistry, Pharmaceutical										
101540531	Combinatorial Chemistry Techniques										
101540531	Drug Discovery										
101540531	Pharmaceutical Preparations										
101654580	Communicable Diseases	30804.0	yes	12.0	30804.0		12.0	yes	30804.0	yes	hybrid or gold
101574672	Macromolecular Substances	21294.0	yes	12.0	21294.0		12.0	yes	21294.0	yes	hybrid or gold
101574672	Polymerization	21294.0	yes	12.0	21294.0		12.0	yes	21294.0	yes	hybrid or gold
101313589	Nanotechnology	7765.0	yes	12.0	7765.0		12.0	yes	7765.0	yes	hybrid or gold
101669031	Biosensing Techniques	38411.0	yes	12.0	38411.0		12.0	yes	38411.0	yes	hybrid or gold
101575075	Genetic Engineering	21296.0	yes	12.0	21296.0		12.0	yes	21296.0	yes	hybrid or gold
101575075	Synthetic Biology	21296.0	yes	12.0	21296.0		12.0	yes	21296.0	yes	hybrid or gold
14530110R	Liver										
0400662	Central Nervous System										
8300028	Medicine										
0370567	Hypersensitivity										
0421021	Hypersensitivity										
0340732	Anesthesiology										
0340732	Postoperative Care										
0340732	Preoperative Care										
0421022	Anesthesiology										
0370270	Anesthesiology	6770.0	yes	12.0	6770.0		12.0	yes	6770.0	yes	hybrid or gold
0370271	Anesthesiology										
9432542	Anesthesia										
101214918	Anesthesia										
0370272	Anatomy										
0370272	Cell Biology										
0370272	Embryology										
0370272	Histology										
0370273	Anatomy										
7801158	Genetics, Medical										
14520280R	Pathology										
14520280R	Physiology										
0063222	Military Medicine										
0063222	Pharmacy										
8307581	Physical Therapy Modalities										
8307581	Physical and Rehabilitation Medicine										
8307581	Rehabilitation										
0067725	Biochemistry										
0067725	Biophysics										
8701158	Biochemistry										
8701158	Biophysics										
101206716	Biochemistry										
101206716	Biophysics										
14520300R	Biochemistry	30716.0	yes								
101194794	Biomechanical Phenomena										
101194794	Biomedical Technology										
0370274	Biology										
1246764	Biochemistry										
1246764	Biology										
8404358	Biology										
0370275	Biology										
0370275	Medicine										
0370276	Biology										
0370276	Medicine										
101233144	Biocompatible Materials	172.0	yes	12.0	172.0		12.0	yes	172.0	yes	hybrid or gold
101295064	Medicine										
8106323	Medicine										
0421520	Biology	11753.0	yes	12.0	11753.0		12.0	yes	11753.0	yes	hybrid or gold
0421520	Zoology	11753.0	yes	12.0	11753.0		12.0	yes	11753.0	yes	hybrid or gold
14520330R	Bacteriology										
14520330R	Pharmacology										
14520330R	Physiology										
0370300	Neoplasms										
0370570	Cardiology	32978.0	yes	12.0	32978.0		12.0	yes	32978.0	yes	hybrid or gold
0376316	Cardiology										
0421263	Biochemistry										
0421263	Chemistry										
9012772	Biochemistry										
9012772	Chemistry										
9012772	Chemistry, Inorganic										
9012772	Chemistry, Organic										
9012772	Chemistry, Physical										
0421761	Chemistry										
0421761	Chemistry, Physical										
0421265	Biochemistry										
0421265	Chemistry, Organic										
101247110	Chemical Phenomena	36687.0	yes	0.0	36687.0	0.0		yes			
2984283R	General Surgery										
0370571	General Surgery	33499.0	yes	12.0	33499.0		12.0	yes	33499.0	yes	hybrid or gold
8309977	General Surgery										
0370303	General Surgery										
0372631	General Surgery										
0407123	Orthopedics										
0407123	Wounds and Injuries										
14530010R	General Surgery										
0370301	Surgery, Plastic										
7906530	General Surgery										
0370305	General Surgery										
0070154	Science										
9103983	Surgical Procedures, Operative										
0370306	Medicine	6326.0	yes	12.0	6326.0		12.0	yes	6326.0	yes	hybrid or gold
0043523	Medicine										
9425483	Clinical Medicine	41203.0	yes								
8503035	Dentistry										
0211526	Crystallography										
8305825	Crystallography										
0211627	Crystallization										
0211627	Crystallography										
101620182	Crystallography	29901.0	yes	0.0	29901.0	0.0	0.0	yes	29901.0	yes	hybrid or gold
8403252	Crystallization										
8403252	Crystallography										
0211630	Crystallization										
0211630	Crystallography										
101609037	Crystallization	29902.0	yes	0.0	29902.0	0.0	0.0	yes	29902.0	yes	hybrid or gold
101609037	Crystallography	29902.0	yes	0.0	29902.0	0.0	0.0	yes	29902.0	yes	hybrid or gold
8305826	Crystallography										
101620313	Chemical Phenomena	29903.0	yes	0.0	29903.0	0.0	0.0	yes	29903.0	yes	hybrid or gold
101620313	Crystallography	29903.0	yes	0.0	29903.0	0.0	0.0	yes	29903.0	yes	hybrid or gold
9305878	Crystallography										
101676043	Biochemical Phenomena	35453.0	yes	0.0	35453.0	0.0	0.0	yes	35453.0	yes	hybrid or gold
101676043	Chemistry Techniques, Analytical	35453.0	yes	0.0	35453.0	0.0	0.0	yes	35453.0	yes	hybrid or gold
101676043	Molecular Structure	35453.0	yes	0.0	35453.0	0.0	0.0	yes	35453.0	yes	hybrid or gold
101620319	Crystallization	26674.0	yes	0.0	26674.0	0.0	0.0	yes	26674.0	yes	hybrid or gold
101620319	Crystallography	26674.0	yes	0.0	26674.0	0.0	0.0	yes	26674.0	yes	hybrid or gold
101620319	Macromolecular Substances	26674.0	yes	0.0	26674.0	0.0	0.0	yes	26674.0	yes	hybrid or gold
101226117	Crystallization										
101226117	Crystallography										
101226117	Macromolecular Substances										
0370307	Cell Biology	19886.0	yes	0.0	19886.0		0.0	yes	19886.0	yes	hybrid or gold
0370307	Gynecology	19886.0	yes	0.0	19886.0		0.0	yes	19886.0	yes	hybrid or gold
0370310	Dermatology	13690.0	yes	0.0	13690.0	0.0		yes			
0370310	Sexually Transmitted Diseases	13690.0	yes	0.0	13690.0	0.0		yes			
0370311	Dermatology										
0370311	Sexually Transmitted Diseases										
0266344	Dermatology										
9422563	Sexually Transmitted Diseases										
9422563	Skin Diseases										
9433781	Dermatology										
9433781	Sexually Transmitted Diseases										
9433781	Skin Diseases										
9200299	Diabetes Mellitus	11754.0	yes	12.0	11754.0		12.0	yes	11754.0	yes	hybrid or gold
0123567	Diabetes Mellitus										
0236000	Embryology										
0236000	Histology										
0236000	Research										
0235532	Embryology										
0235532	Histology										
0235532	Research										
8108943	Embryology										
8108943	Histology										
0370312	Endocrinology										
14530070R	Endocrine Glands										
0370313	Endocrinology										
1300660	Fertility										
0414075	Gastroenterology										
0261505	Gastroenterology										
0370314	Genetics										
0370314	Twins										
0200600	Genetics										
0200600	Statistics as Topic										
7501996	Geriatrics										
0370317	Gynecology										
0141053	Hematology	8971.0	yes	0.0	8971.0		0.0	yes	8971.0	yes	hybrid or gold
0262610	Hematology										
0340734	Gastroenterology										
0340734	Liver Diseases										
0340735	Liver Diseases										
0340735	Splenic Diseases										
0060677	History of Medicine										
0060677	Science										
7907017	History of Medicine										
7907017	Spain										
0416660	History of Medicine										
0416660	Science										
0370320	Biochemistry	377.0	yes	12.0	377.0		12.0	yes	377.0	yes	hybrid or gold
0370320	Histology	377.0	yes	12.0	377.0		12.0	yes	377.0	yes	hybrid or gold
0061372	Histocytochemistry										
0401031	Hospitals										
0401031	Medicine										
0370321	Neoplasms										
0370321	Radiology										
0421025	Nuclear Medicine										
0421025	Radioisotopes										
0413650	Tropical Medicine										
0037353	Leprosy										
101587903	Medicine										
0370323	Medicine										
7501997	Internal Medicine										
7502262	Internal Medicine										
0243663	Medicine										
0243663	Microbiology										
9208249	Medicine										
14540010R	Medicine										
14540020R	Medicine										
101241032	Europe										
101241032	History of Medicine										
8400269	Medicine										
7901042	Medicine										
14540050R	History of Medicine										
14540050R	Medicine										
14540070R	Communicable Diseases										
14540070R	Parasitology										
14540080R	Gastroenterology										
14540080R	Tropical Medicine										
0370324	Medicine										
9713996	Forensic Medicine										
7611894	Forensic Medicine										
7611894	Social Medicine										
0372633	Medicine										
0417611	Medicine										
0417612	Medicine										
14540100R	Medicine										
0376306	Medicine										
14540110R	Medicine										
14540110R	Spleen										
0312677	Medicine										
0370326	Medicine										
7906803	Medicine	21341.0	yes	0.0	21341.0	0.0	0.0	yes			
0370330	Internal Medicine										
0370331	Medicine										
0370327	Medicine										
0413651	Medicine										
0000212	Veterinary Medicine										
0116720	Medicine										
9705947	Medicine	39095.0	yes	0.0	39095.0	0.0	0.0	yes			
9815916	Medicine										
14530160R	Medicine										
0370333	Microbiology										
7901426	Allergy and Immunology										
7901426	Microbiology										
7901426	Virology										
8400270	Microbiology										
9434021	Allergy and Immunology	2090.0	yes	0.0	2090.0		0.0	yes	2090.0	yes	hybrid or gold
9434021	Microbiology	2090.0	yes	0.0	2090.0		0.0	yes	2090.0	yes	hybrid or gold
7610362	Microbiology										
0206214	Microbiology										
7610360	Microbiology										
7610361	Microbiology										
7610361	Soil Microbiology										
7600027	Allergy and Immunology										
7600027	Microbiology										
7600027	Virology										
0370334	Anatomy										
0375331	Anatomy										
8307964	Anatomy										
8307964	Pathology										
8307964	Physiology										
0370335	Anatomy										
9811169	Cardiomyopathies										
9811169	Muscular Diseases										
14540160R	Anatomy										
14540160R	Pathology										
1246675	Biology										
1246675	Neurophysiology										
0151000	Neurosurgery	11780.0	yes	12.0	11780.0		12.0	yes	11780.0	yes	hybrid or gold
100962752	Neurosurgery										
100962752	Neurosurgical Procedures										
0140560	Neurosurgical Procedures										
0421100	Neurology										
0247035	Neurology	23430.0	yes	12.0	23430.0		12.0	yes	23430.0	yes	hybrid or gold
9421556	Neurology										
0247036	Neurology										
0247036	Psychiatry										
7506814	Neurology										
0370336	Neurology	11840.0	yes	12.0	11840.0		12.0	yes	11840.0	yes	hybrid or gold
0370337	Neurology										
9815355	Nervous System Diseases										
9815355	Neurosciences										
9815355	Neurosurgery										
0412041	Neurology	7403.0	yes	12.0	7403.0		12.0	yes	7403.0	yes	hybrid or gold
0412041	Pathology	7403.0	yes	12.0	7403.0		12.0	yes	7403.0	yes	hybrid or gold
101610673	Nervous System Diseases	26209.0	yes	0.0	26209.0	0.0	0.0	yes			
101610673	Neurology	26209.0	yes	0.0	26209.0	0.0	0.0	yes			
101610673	Pathology	26209.0	yes	0.0	26209.0	0.0	0.0	yes			
0370342	Neurology										
9612501	Biological Psychiatry	24382.0	yes	6.0	24382.0		6.0	yes	24382.0	yes	hybrid or gold
9612501	Neuropsychology	24382.0	yes	6.0	24382.0		6.0	yes	24382.0	yes	hybrid or gold
0162324	Autonomic Nervous System										
0162324	Internal Medicine										
1303605	Autonomic Nervous System										
0147634	Gynecology										
0147634	Obstetrics										
0221541	Gynecology										
0221541	Obstetrics										
0202673	Gynecology										
0202673	Obstetrics										
0370343	Gynecology	6772.0	yes	0.0	6772.0	0.0	0.0	yes			
0370343	Obstetrics	6772.0	yes	0.0	6772.0	0.0	0.0	yes			
0337655	Gynecology										
0337655	Obstetrics										
8610218	Dentistry										
8610218	Research										
8112880	Pediatric Dentistry										
0370344	Dentistry	753.0	yes	12.0	753.0		12.0	yes	753.0	yes	hybrid or gold
0370345	Dentistry										
14540210R	Dentistry										
8709065	Medical Oncology	754.0	yes	12.0	754.0		12.0	yes	754.0	yes	hybrid or gold
8709065	Neoplasms	754.0	yes	12.0	754.0		12.0	yes	754.0	yes	hybrid or gold
8709065	Physics	754.0	yes	12.0	754.0		12.0	yes	754.0	yes	hybrid or gold
8709065	Radiation Effects	754.0	yes	12.0	754.0		12.0	yes	754.0	yes	hybrid or gold
0370346	Neoplasms										
101468102	Eye Diseases	6778.0	yes	12.0	6778.0		12.0	yes	6778.0	yes	hybrid or gold
0370347	Eye Diseases										
9507578	Eye Diseases										
9516974	Eye Diseases										
0370350	Ophthalmology										
9216417	Eye Diseases										
9216417	Ophthalmology										
101485969	Eye Diseases										
101231512	Orthopedics	42998.0	yes	0.0	42998.0	0.0		yes			
2985165R	Orthopedics										
0370352	Orthopedics										
0370353	Orthopedics										
101244827	Orthopedics										
9424806	Orthopedic Procedures										
9424806	Orthopedics										
9424806	Traumatology										
9424806	Wounds and Injuries										
101190312	Orthopedics										
101190312	Wounds and Injuries										
0370354	Otolaryngology	756.0	yes	12.0	756.0		12.0	yes	756.0	yes	hybrid or gold
14540240R	Otolaryngology										
0370355	Otolaryngology										
0373057	Otolaryngology										
8213019	Otolaryngology										
7610363	Otolaryngology										
14540260R	Otorhinolaryngologic Diseases										
101770938	Otorhinolaryngologic Diseases	21417.0	yes	12.0	21417.0		12.0	yes	21417.0	yes	hybrid or gold
9205968	Pediatrics	6773.0	yes	12.0	6773.0		12.0	yes	6773.0	yes	hybrid or gold
0000213	Pediatrics										
0372634	Pediatrics										
0372635	Pediatrics										
8307729	Pediatrics										
0370357	Pediatrics										
0370360	Pediatrics										
0000211	Pediatrics										
0173166	Pediatrics										
9315043	Pediatrics										
14540280R	Pediatrics										
100958202	Pediatrics										
0400661	Child Psychiatry										
9301947	Parasites	26384.0	yes	12.0	26384.0		12.0	yes	26384.0	yes	hybrid or gold
9301947	Parasitology	26384.0	yes	12.0	26384.0		12.0	yes	26384.0	yes	hybrid or gold
0372637	Pathology										
8206622	Pathology										
8206623	Microbiology										
8206624	Allergy and Immunology										
8211441	Allergy and Immunology										
8211441	Microbiology										
8211441	Pathology										
7508471	Microbiology										
7508471	Pathology										
7508468	Pathology										
7508472	Microbiology										
7508470	Allergy and Immunology										
7508470	Microbiology										
7508469	Allergy and Immunology										
8211440	Microbiology										
8211440	Pathology										
14610060R	Pathology										
0405466	Pediatrics										
9303678	Pharmaceutical Preparations	26385.0	yes	0.0	26385.0	0.0		yes			
0414322	Pharmacy										
14610080R	Pharmacy										
0375332	Chemistry, Pharmaceutical										
0375332	Pharmacy										
8915967	Pharmacokinetics										
8915967	Pharmacology										
8915967	Technology, Pharmaceutical										
0000216	Pharmacy										
0000216	Research										
100956087	Pharmacology	7593.0	yes	6.0	7593.0		6.0	yes	7593.0	yes	hybrid or gold
0370572	Pharmacology										
0370572	Toxicology										
101262545	Physiological Phenomena	3790.0	yes	12.0	3790.0		12.0	yes	3790.0	yes	hybrid or gold
0371156	Physiology										
0371156	Research										
8309201	Physiology										
0060610	Physiology										
7512568	Pharmacology										
7512568	Physiology										
8409686	Pharmacology										
8409686	Physiology										
14610130R	Pharmacology										
14610130R	Physiology										
9200300	Pharmaceutical Preparations										
9200300	Physiology										
9200300	Therapeutics										
2985166R	Physiology										
2985166R	Research										
0370362	Pharmacology										
0370362	Physiology										
0376307	Physiology										
17810470R	Physical Therapy Modalities										
17810470R	Rheumatic Diseases										
2985167R	Pharmacy										
0373060	Psychiatry										
0373060	Psychology										
0247037	Psychiatry										
14610150R	Neurology										
14610150R	Psychiatry										
14610180R	Mental Disorders										
14610180R	Nervous System										
14610170R	Mental Disorders										
14610170R	Nervous System										
0370364	Psychiatry	11850.0	yes	12.0	11850.0		12.0	yes	11850.0	yes	hybrid or gold
0370365	Psychiatry										
0370366	Psychology	1725.0	yes	0.0	1725.0	0.0		yes			
0000220	Psychosomatic Medicine										
0000220	Psychotherapy										
0000220	Rehabilitation										
101259884	Psychosomatic Medicine										
101259884	Psychotherapy										
101259884	Rehabilitation										
8706123	Radiography	6779.0	yes	0.0	6779.0		0.0	yes	6779.0	yes	hybrid or gold
8706123	Radionuclide Imaging	6779.0	yes	0.0	6779.0		0.0	yes	6779.0	yes	hybrid or gold
14610230R	Neoplasms										
14610230R	Radiology										
0370367	Diagnosis										
0370367	Radiography										
8209606	Medical Oncology										
8209606	Neoplasms										
8209606	Physics										
8209606	Radiation Effects										
7805897	Medical Oncology										
7805897	Neoplasms										
7805897	Physics										
7805897	Radiation Effects										
7805897	Radiology										
101470759	Neoplasms										
101470759	Physics										
101470759	Radiology										
101470759	Radiotherapy										
0370370	Radiology										
101470699	Radiology										
0000201	Neoplasms										
0000201	Physics										
0000201	Radiation Effects										
0000201	Radiology										
0431702	Rheumatic Diseases										
0321403	Arthritis										
0321403	Rheumatic Diseases										
0400312	Arthritis										
0400312	Rheumatic Diseases										
7908064	Rheumatic Diseases										
7903226	Rheumatic Diseases										
7611898	Medicine										
101295615	Food										
101295615	Nutritional Physiological Phenomena										
8209607	Science										
0332127	Medicine										
0332130	Medicine										
2985168R	Social Medicine										
0414076	Social Medicine										
0421026	Mouth Diseases										
0253456	Dentistry										
0253456	Mouth Diseases										
8807267	Mouth Diseases										
21030300R	Medicine										
21030310R	Medicine										
0314001	Mammals										
0370374	Ethnology	1726.0	yes	12.0	1726.0		12.0	yes	1726.0	yes	hybrid or gold
0370374	Tropical Medicine	1726.0	yes	12.0	1726.0		12.0	yes	1726.0	yes	hybrid or gold
7611896	Tropical Medicine										
14610280R	Tuberculosis										
0157725	Tuberculosis										
0370376	Respiratory Tract Diseases										
0370376	Tuberculosis										
0064362	Lung Diseases										
0064362	Tuberculosis										
0064754	Lung Diseases										
0064754	Tuberculosis										
14610290R	Tuberculosis										
14610300R	Tuberculosis										
7502506	Neoplasms										
2985169R	Medicine										
0177667	Medicine										
0363112	Medicine										
14620010R	Urology										
0377045	Urology										
14620020R	Veterinary Medicine										
0370377	Veterinary Medicine										
8406376	Veterinary Medicine	2094.0	yes	0.0	2094.0		0.0	yes	2094.0	yes	hybrid or gold
0370400	Veterinary Medicine	2203.0	yes	0.0	2203.0	0.0	0.0	yes			
0061331	Veterinary Medicine										
0370401	Virology	43191.0	yes	0.0	43191.0	0.0	0.0	yes			
0134541	Enzymes										
0134541	Vitamins										
0135063	Enzymes										
0135063	Vitamins										
0100314	Animal Diseases										
0100314	Pathology										
0100314	Zoology										
14620060R	History of Medicine										
14620070R	History of Medicine										
14620070R	Medicine										
0373062	Dermatology	19900.0	yes	0.0	19900.0	0.0	0.0	yes			
0373062	Sexually Transmitted Diseases	19900.0	yes	0.0	19900.0	0.0	0.0	yes			
0373062	Syphilis	19900.0	yes	0.0	19900.0	0.0	0.0	yes			
101777537	Dermatology										
101777537	Sexually Transmitted Diseases										
101777537	Syphilis										
100886502	Mental Disorders										
0355646	Neurology										
0355646	Psychiatry										
0355573	Neurology										
0355573	Psychiatry										
0410423	Medicine										
7704993	Urology										
101771154	Urologic Diseases	21418.0	yes	12.0	21418.0		12.0	yes			
14620310R	Anatomy										
14620310R	Pathology										
14620330R	Biology										
14620330R	Medicine										
0143027	Angiography										
0143027	Blood Vessels										
0143027	Cardiology										
0370405	Endocrinology										
0264367	Gastroenterology										
0264367	Liver Diseases										
0370402	Medicine										
14620190R	Medicine										
7513548	Neurophysiology										
9614683	Dentistry										
9614683	Mouth Diseases										
0370406	Dentistry										
0370406	Mouth Diseases										
2985171R	Pediatrics										
0043545	Pharmacology										
0370407	Pharmacology										
7611901	Pathology										
7610364	Acupuncture Therapy										
7610364	Electric Stimulation Therapy										
9304117	Acupuncture Therapy	1662.0	yes	0.0	1662.0		0.0	yes	1662.0	yes	hybrid or gold
101276603	Cardiovascular Diseases										
101276603	Cardiovascular Surgical Procedures										
8412026	Critical Care										
8412026	Monitoring, Physiologic										
101553725	Acute Disease										
8704179	Education, Nursing, Associate										
8704179	Nursing										
7506508	Diabetes Mellitus										
0253044	Dentistry										
8701671	Physical Education and Training	12245.0	yes	0.0	12245.0		0.0	yes	12245.0	yes	hybrid or gold
8701671	Physical Therapy Modalities	12245.0	yes	0.0	12245.0		0.0	yes	12245.0	yes	hybrid or gold
7603486	Alcoholism	1731.0	yes	18.0	1731.0		18.0	yes	1731.0	yes	hybrid or gold
7603486	Behavior	1731.0	yes	18.0	1731.0		18.0	yes	1731.0	yes	hybrid or gold
7603486	Feeding Behavior	1731.0	yes	18.0	1731.0		18.0	yes	1731.0	yes	hybrid or gold
7603486	Obesity	1731.0	yes	18.0	1731.0		18.0	yes	1731.0	yes	hybrid or gold
7603486	Smoking	1731.0	yes	18.0	1731.0		18.0	yes	1731.0	yes	hybrid or gold
7603486	Substance-Related Disorders	1731.0	yes	18.0	1731.0		18.0	yes	1731.0	yes	hybrid or gold
9604935	Alcoholism	872.0	yes	12.0	872.0		12.0	yes	872.0	yes	hybrid or gold
9604935	Substance-Related Disorders	872.0	yes	12.0	872.0		12.0	yes	872.0	yes	hybrid or gold
9604935	Tobacco Use Disorder	872.0	yes	12.0	872.0		12.0	yes	872.0	yes	hybrid or gold
0425064	Substance-Related Disorders										
101316917	Substance-Related Disorders	20869.0	yes	0.0	20869.0	0.0	0.0	yes			
9304118	Substance-Related Disorders	6774.0	yes	12.0	6774.0		12.0	yes	6774.0	yes	hybrid or gold
9304118	Tobacco Use Disorder	6774.0	yes	12.0	6774.0		12.0	yes	6774.0	yes	hybrid or gold
0067036	Medicine										
9605506	Substance-Related Disorders										
101567863	Adipocytes	21814.0	yes	0.0	21814.0	0.0	0.0	yes			
101567863	Adipose Tissue	21814.0	yes	0.0	21814.0	0.0	0.0	yes			
0370411	Dentistry										
8712346	Dentistry										
0361564	Delivery of Health Care										
0361564	Mental Health Services										
0361564	Organization and Administration										
8914574	Health Policy	16472.0	yes	12.0	16472.0		12.0	yes	16472.0	yes	hybrid or gold
8914574	Mental Health	16472.0	yes	12.0	16472.0		12.0	yes	16472.0	yes	hybrid or gold
8914574	Mental Health Services	16472.0	yes	12.0	16472.0		12.0	yes	16472.0	yes	hybrid or gold
8712333	Radiology										
9702245	Radiology										
0240207	Organization and Administration										
7800009	Organization and Administration										
7800009	Social Work										
8812074	Admitting Department, Hospital										
8812074	Patient Admission										
9006270	Adolescent Medicine										
101196463	Adolescent Medicine										
101314248	Adolescent Medicine										
1302147	Adolescent Psychiatry										
0123667	Adolescent										
8107172	Alcoholism										
8107172	Substance-Related Disorders										
0407712	Anatomy										
0407712	Cell Biology										
0407712	Embryology										
9435676	Pathology										
8409340	Anesthesiology	1736.0	yes	12.0	1736.0		12.0	yes	1736.0	yes	hybrid or gold
8409340	Critical Care	1736.0	yes	12.0	1736.0		12.0	yes	1736.0	yes	hybrid or gold
0370413	Microbiology										
1304163	Behavior										
1304163	Behavioral Sciences										
1304163	Biology										
8307733	Biochemistry										
8307733	Chemical Engineering										
8307733	Microbiology										
8307733	Technology										
0211233	Psychopharmacology										
101775319	Biological Science Disciplines	39538.0	yes	12.0	39538.0		12.0	yes	39538.0	yes	hybrid or gold
0370414	Biophysics										
0370414	Physics										
101572336	Biochemical Phenomena	21419.0	yes	12.0	21419.0		12.0	yes	21419.0	yes	hybrid or gold
101572336	Cell Physiological Phenomena	21419.0	yes	12.0	21419.0		12.0	yes	21419.0	yes	hybrid or gold
0426664	Dermatology										
7611904	Biomedical Engineering										
7611904	Biophysics										
0262476	Biophysics										
0225721	Biology										
0225721	Hormones										
0225721	Research										
101711718	Biological Science Disciplines										
8305187	Biochemistry										
8305187	Biomedical Engineering										
8305187	Microbiology										
0370416	Neoplasms, Experimental										
0240536	Biochemistry										
0240536	Carbohydrates										
0240537	Biochemistry										
0240537	Carbohydrates										
