NlmUniqueID	embargo	license	conditions	article_version	sherpa_created	sherpa_last_modified	sherpa_id	embargo_published_version	embargo_accepted_version
101620313	0		Pre-print must acknowledge submission to journal ; Must link to publisher version on IUCr server ; Published source must be acknowledged with citation	accepted	2015-07-14 11:19:36	2022-07-21 10:50:56	29903		0.0
101620313	0	cc_by	Published source must be acknowledged with citation ; Must link to publisher version on IUCr server	accepted	2015-07-14 11:19:36	2022-07-21 10:50:56	29903		0.0
101620313	0		Must link to publisher version on IUCr server ; Published source must be acknowledged with citation	published	2015-07-14 11:19:36	2022-07-21 10:50:56	29903	0.0	
101676043	0		Pre-print must acknowledge submission to journal ; Must link to publisher version on IUCr server ; Published source must be acknowledged with citation	accepted	2019-01-23 11:49:15	2022-07-21 10:50:42	35453		0.0
101676043	0	cc_by	Published source must be acknowledged with citation ; Must link to publisher version on IUCr server	accepted	2019-01-23 11:49:15	2022-07-21 10:50:42	35453		0.0
101676043	0		Must link to publisher version on IUCr server ; Published source must be acknowledged with citation	published	2019-01-23 11:49:15	2022-07-21 10:50:42	35453	0.0	
101620319	0		Pre-print must acknowledge submission to journal ; Must link to publisher version on IUCr server ; Published source must be acknowledged with citation	accepted	2014-04-25 14:39:58	2022-07-21 10:50:28	26674		0.0
101620319	0	cc_by	Published source must be acknowledged with citation ; Must link to publisher version on IUCr server	accepted	2014-04-25 14:39:58	2022-07-21 10:50:28	26674		0.0
101620319	0		Must link to publisher version on IUCr server ; Published source must be acknowledged with citation	published	2014-04-25 14:39:58	2022-07-21 10:50:28	26674	0.0	
0370307	0			accepted	2011-04-07 11:55:25	2023-02-06 11:25:12	19886		0.0
0370307	12		Must link to published article with DOI ; Non-commercial use only	accepted	2011-04-07 11:55:25	2023-02-06 11:25:12	19886		12.0
0370310	0	cc_by_nc	Published source should be cited	published	2010-09-06 10:33:57	2023-01-19 10:14:29	13690	0.0	
0370310	0	cc_by	Published source should be cited	published	2010-09-06 10:33:57	2023-01-19 10:14:29	13690	0.0	
9200299	12	bespoke_license	Published source must be acknowledged ; Must link to publisher version with DOI ; Post-prints are subject to Springer Nature re-use terms	accepted	2010-08-26 11:49:28	2023-01-05 14:55:31	11754		12.0
0141053	0			accepted	2010-08-11 16:28:35	2023-02-06 11:25:12	8971		0.0
0141053	12		Must link to published article with DOI ; Non-commercial use only	accepted	2010-08-11 16:28:35	2023-02-06 11:25:12	8971		12.0
7906803	0	cc_by_nc_nd	Published source must be acknowledged	accepted	2011-10-05 16:50:42	2022-07-21 12:11:36	21341		0.0
7906803	0	cc_by_nc_nd	Published source must be acknowledged	published	2011-10-05 16:50:42	2022-07-21 12:11:36	21341	0.0	
9705947	0	cc_by	Published source must be acknowledged with citation	published	2021-05-26 12:09:45	2022-08-17 14:08:20	39095	0.0	
9705947	0	cc_by	Published source must be acknowledged with citation	accepted	2021-05-26 12:09:45	2022-08-17 14:08:20	39095		0.0
9434021	0	cc_by	Published source must be acknowledged ; Must state that the file is not the final published version of the paper ; Must link to publisher version with DOI	accepted	2010-07-19 13:51:43	2022-07-21 12:12:56	2090		0.0
0151000	12	bespoke_license	Published source must be acknowledged ; Must link to publisher version with DOI ; Post-prints are subject to Springer Nature re-use terms	accepted	2010-08-26 13:56:11	2023-01-05 14:55:31	11780		12.0
0247035	12	bespoke_license	Published source must be acknowledged ; Must link to publisher version with DOI ; Post-prints are subject to Springer Nature re-use terms	accepted	2012-09-25 13:41:07	2023-01-05 14:55:53	23430		12.0
0370336	12		Publisher source must be acknowledged with citation ; Must link to publisher version with set statement (see policy) and DOI	accepted	2010-08-26 15:35:40	2022-03-23 15:30:37	11840		12.0
0412041	12	bespoke_license	Published source must be acknowledged ; Must link to publisher version with DOI ; Post-prints are subject to Springer Nature re-use terms	accepted	2010-08-05 11:47:55	2023-01-05 14:55:22	7403		12.0
101610673	0	cc_by	Copy of License must accompany any deposit. ; Published source must be acknowledged ; Must link to publisher version with DOI	accepted	2014-03-14 16:58:10	2022-02-15 14:48:48	26209		0.0
101610673	0	cc_by	Copy of License must accompany any deposit. ; Published source must be acknowledged ; Must link to publisher version with DOI	published	2014-03-14 16:58:10	2022-02-15 14:48:48	26209	0.0	
101610673	0	cc_public_domain		published	2014-03-14 16:58:10	2022-02-15 14:48:48	26209	0.0	
9612501	6	cc_by_nc_nd	Must state accepted for publication ; Copyright and source must be acknowledged ; Should link to publisher version or journal website	accepted	2013-04-04 16:28:52	2022-06-16 13:59:38	24382		6.0
9612501	6	all_rights_reserved	Must state accepted for publication ; Copyright and source must be acknowledged ; Should link to publisher version or journal website	accepted	2013-04-04 16:28:52	2022-06-16 13:59:38	24382		6.0
0370343	0	cc_by	Hosting site must incorporate publisher-supplied amendments or retractions issued ; Published source must be acknowledged ; Must link to published article with DOI	published	2010-08-03 16:45:39	2022-08-17 14:23:58	6772	0.0	
0370343	0		Published source must be acknowledged ; Must link to published article with DOI	accepted	2010-08-03 16:45:39	2022-08-17 14:23:58	6772		0.0
0370344	12	cc_by_nc	Published source must be acknowledged ; Must link to publisher version ; Set statements to accompany deposits (see policy) ; The publisher will deposit in on behalf of authors to a designated institutional repository, where a deposit agreement exists with the repository	accepted	2010-07-14 13:59:23	2022-07-25 08:53:57	753		12.0
0370344	12	cc_by_nc_nd	Published source must be acknowledged ; Must link to publisher version ; Set statements to accompany deposits (see policy) ; The publisher will deposit in on behalf of authors to a designated institutional repository, where a deposit agreement exists with the repository	accepted	2010-07-14 13:59:23	2022-07-25 08:53:57	753		12.0
8709065	12	cc_by_nc	Published source must be acknowledged ; Must link to publisher version ; Set statements to accompany deposits (see policy) ; The publisher will deposit in on behalf of authors to a designated institutional repository, where a deposit agreement exists with the repository	accepted	2010-07-14 13:59:23	2022-07-25 08:54:20	754		12.0
8709065	12	cc_by_nc_nd	Published source must be acknowledged ; Must link to publisher version ; Set statements to accompany deposits (see policy) ; The publisher will deposit in on behalf of authors to a designated institutional repository, where a deposit agreement exists with the repository	accepted	2010-07-14 13:59:23	2022-07-25 08:54:20	754		12.0
101468102	12		Publisher source must be acknowledged with citation ; Must link to publisher version with set statement (see policy)	accepted	2010-08-03 16:48:17	2022-06-22 10:55:25	6778		12.0
101468102	24		Publisher source must be acknowledged with citation ; Must link to publisher version with set statement (see policy)	accepted	2010-08-03 16:48:17	2022-06-22 10:55:25	6778		24.0
101231512	0	cc_by_nc	Published source should be cited	published	2023-02-28 12:36:39	2023-03-07 06:23:49	42998	0.0	
101231512	0	cc_by	Published source should be cited	published	2023-02-28 12:36:39	2023-03-07 06:23:49	42998	0.0	
0370354	12	cc_by_nc	Published source must be acknowledged ; Must link to publisher version ; Set statements to accompany deposits (see policy) ; The publisher will deposit in on behalf of authors to a designated institutional repository, where a deposit agreement exists with the repository	accepted	2010-07-14 13:59:23	2022-07-25 08:54:50	756		12.0
0370354	12	cc_by_nc_nd	Published source must be acknowledged ; Must link to publisher version ; Set statements to accompany deposits (see policy) ; The publisher will deposit in on behalf of authors to a designated institutional repository, where a deposit agreement exists with the repository	accepted	2010-07-14 13:59:23	2022-07-25 08:54:50	756		12.0
101770938	12	cc_by_nc_nd	Must link to publisher version with DOI	accepted	2011-11-14 12:20:04	2022-07-27 09:09:13	21417		12.0
9205968	12		Publisher source must be acknowledged with citation ; Must link to publisher version with set statement (see policy) and DOI	accepted	2010-08-03 16:45:39	2022-06-22 10:49:50	6773		12.0
9301947	12	bespoke_license	Published source must be acknowledged ; Must link to publisher version with DOI ; Post-prints are subject to Springer Nature re-use terms	accepted	2014-04-10 09:59:01	2023-01-05 14:55:57	26384		12.0
9303678	0	cc_by_nc_nd	Published source must be acknowledged with citation	published	2014-04-10 10:12:04	2022-12-23 09:58:33	26385	0.0	
100956087	6		Published source must be acknowledged ; Must link to publisher version with DOI ; Author post-prints of subscription articles are subject to Springer Nature re-use terms	accepted	2010-08-05 14:13:11	2023-01-05 14:55:23	7593		6.0
101262545	12		Publisher source must be acknowledged with citation ; Must link to publisher version with set statement (see policy) and DOI	accepted	2010-07-22 16:46:25	2022-05-19 14:49:08	3790		12.0
0370364	12		Publisher source must be acknowledged with citation ; Must link to publisher version with set statement (see policy) and DOI	accepted	2010-08-26 15:43:55	2022-03-23 15:30:37	11850		12.0
8706123	0		Publisher copyright and source must be acknowledged ; Must link to publisher version with DOI	accepted	2010-08-03 16:48:17	2022-12-23 10:03:29	6779		0.0
8706123	12		Publisher copyright and source must be acknowledged ; Must link to publisher version with DOI	accepted	2010-08-03 16:48:17	2022-12-23 10:03:29	6779		12.0
8406376	0	cc_by	Published source must be acknowledged ; Must state that the file is not the final published version of the paper ; Must link to publisher version with DOI	accepted	2010-07-19 13:51:43	2022-07-27 09:14:13	2094		0.0
0370400	0	cc_by	Copy of License must accompany any deposit. ; Published source must be acknowledged ; Must link to publisher version with DOI	accepted	2010-07-19 15:25:01	2022-04-26 14:23:03	2203		0.0
0370400	0	cc_by	Copy of License must accompany any deposit. ; Published source must be acknowledged ; Must link to publisher version with DOI	published	2010-07-19 15:25:01	2022-04-26 14:23:03	2203	0.0	
0370400	0	cc_public_domain		published	2010-07-19 15:25:01	2022-04-26 14:23:03	2203	0.0	
0370401	0	cc_by	Published source must be acknowledged with citation ; Copyright must be acknowledged ; First publication by Frontiers Media must be acknowledged	accepted	2023-03-30 07:49:23	2023-03-31 05:23:51	43191		0.0
0370401	0	cc_by	Published source must be acknowledged with citation ; Copyright must be acknowledged ; First publication by Frontiers Media must be acknowledged ; Must link to published article	published	2023-03-30 07:49:23	2023-03-31 05:23:51	43191	0.0	
101771154	12	cc_by_nc_nd	Must link to publisher version with DOI	accepted	2011-11-14 12:20:04	2022-08-18 07:53:39	21418		12.0
9304117	0		Published source must be acknowledged with citation ; Upon publication, must link to publisher version with DOI ; Must include statement that accepted for publication ; Reuse is restricted to non-commercial and no derivative uses	accepted	2010-07-16 12:37:54	2022-12-23 10:12:55	1662		0.0
8701671	0		Publisher copyright and source must be acknowledged ; Must link to publisher version with DOI ; Set statement to accompany deposit (see policy)	accepted	2010-08-27 14:49:30	2022-04-05 10:38:36	12245		0.0
9604935	12		Publisher source must be acknowledged with citation ; Must link to publisher version with set statement (see policy) and DOI	accepted	2010-07-14 15:51:29	2022-06-30 10:56:08	872		12.0
101316917	0	cc_by	Copy of License must accompany any deposit. ; Published source must be acknowledged ; Must link to publisher version with DOI	accepted	2011-07-07 10:17:23	2022-02-15 15:00:13	20869		0.0
101316917	0	cc_by	Copy of License must accompany any deposit. ; Published source must be acknowledged ; Must link to publisher version with DOI	published	2011-07-07 10:17:23	2022-02-15 15:00:13	20869	0.0	
101316917	0	cc_public_domain		published	2011-07-07 10:17:23	2022-02-15 15:00:13	20869	0.0	
9304118	12		Publisher source must be acknowledged with citation ; Must link to publisher version with set statement (see policy) and DOI	accepted	2010-08-03 16:45:39	2022-06-22 10:50:55	6774		12.0
101567863	0	cc_by	Recommended to link to publisher version ; Publisher copyright and source must be acknowledged with citation ; Article will be automatically deposited in subject-based repositories	published	2012-02-07 11:14:06	2022-07-22 09:25:08	21814	0.0	
101567863	0	cc_by	Recommended to link to publisher version ; Publisher copyright and source must be acknowledged with citation ; Article will be automatically deposited in subject-based repositories	published	2012-02-07 11:14:06	2022-07-22 09:25:08	21814	0.0	
101567863	0	cc_by	Recommended to link to publisher version ; Publisher copyright and source must be acknowledged with citation ; Article will be automatically deposited in subject-based repositories	published	2012-02-07 11:14:06	2022-07-22 09:25:08	21814	0.0	
101567863	0	cc_by	Recommended to link to publisher version ; Publisher copyright and source must be acknowledged with citation ; Article will be automatically deposited in subject-based repositories	published	2012-02-07 11:14:06	2022-07-22 09:25:08	21814	0.0	
101567863	0	cc_by	Recommended to link to publisher version ; Publisher copyright and source must be acknowledged with citation ; Article will be automatically deposited in subject-based repositories	published	2012-02-07 11:14:06	2022-07-22 09:25:08	21814	0.0	
101567863	0	cc_by	Recommended to link to publisher version ; Publisher copyright and source must be acknowledged with citation ; Article will be automatically deposited in subject-based repositories	published	2012-02-07 11:14:06	2022-07-22 09:25:08	21814	0.0	
101567863	0	cc_by	Recommended to link to publisher version ; Publisher copyright and source must be acknowledged with citation ; Article will be automatically deposited in subject-based repositories	published	2012-02-07 11:14:06	2022-07-22 09:25:08	21814	0.0	
101567863	0	cc_by	Recommended to link to publisher version ; Publisher copyright and source must be acknowledged with citation ; Article will be automatically deposited in subject-based repositories	published	2012-02-07 11:14:06	2022-07-22 09:25:08	21814	0.0	
101567863	0	cc_by	Recommended to link to publisher version ; Publisher copyright and source must be acknowledged with citation ; Article will be automatically deposited in subject-based repositories	published	2012-02-07 11:14:06	2022-07-22 09:25:08	21814	0.0	
101567863	0	cc_by_nc	Recommended to link to publisher version ; Publisher copyright and source must be acknowledged with citation ; Article will be automatically deposited in subject-based repositories	published	2012-02-07 11:14:06	2022-07-22 09:25:08	21814	0.0	
101567863	0	cc_by_nc	Recommended to link to publisher version ; Publisher copyright and source must be acknowledged with citation ; Article will be automatically deposited in subject-based repositories	published	2012-02-07 11:14:06	2022-07-22 09:25:08	21814	0.0	
101567863	0	cc_by_nc	Recommended to link to publisher version ; Publisher copyright and source must be acknowledged with citation ; Article will be automatically deposited in subject-based repositories	published	2012-02-07 11:14:06	2022-07-22 09:25:08	21814	0.0	
101567863	0	cc_by_nc	Recommended to link to publisher version ; Publisher copyright and source must be acknowledged with citation ; Article will be automatically deposited in subject-based repositories	published	2012-02-07 11:14:06	2022-07-22 09:25:08	21814	0.0	
101567863	0	cc_by_nc	Recommended to link to publisher version ; Publisher copyright and source must be acknowledged with citation ; Article will be automatically deposited in subject-based repositories	published	2012-02-07 11:14:06	2022-07-22 09:25:08	21814	0.0	
101567863	0	cc_by_nc	Recommended to link to publisher version ; Publisher copyright and source must be acknowledged with citation ; Article will be automatically deposited in subject-based repositories	published	2012-02-07 11:14:06	2022-07-22 09:25:08	21814	0.0	
101567863	0	cc_by_nc	Recommended to link to publisher version ; Publisher copyright and source must be acknowledged with citation ; Article will be automatically deposited in subject-based repositories	published	2012-02-07 11:14:06	2022-07-22 09:25:08	21814	0.0	
101567863	0	cc_by_nc	Recommended to link to publisher version ; Publisher copyright and source must be acknowledged with citation ; Article will be automatically deposited in subject-based repositories	published	2012-02-07 11:14:06	2022-07-22 09:25:08	21814	0.0	
101567863	0	cc_by_nc	Recommended to link to publisher version ; Publisher copyright and source must be acknowledged with citation ; Article will be automatically deposited in subject-based repositories	published	2012-02-07 11:14:06	2022-07-22 09:25:08	21814	0.0	
101567863	0	cc_by_nc	Recommended to link to publisher version ; Publisher copyright and source must be acknowledged with citation ; Article will be automatically deposited in subject-based repositories	published	2012-02-07 11:14:06	2022-07-22 09:25:08	21814	0.0	
101567863	0	cc_by_nc_nd	Recommended to link to publisher version ; Publisher copyright and source must be acknowledged with citation ; Article will be automatically deposited in subject-based repositories	published	2012-02-07 11:14:06	2022-07-22 09:25:08	21814	0.0	
101567863	0	cc_by_nc	Published source must be acknowledged with citation ; Recommended to link to published article with DOI ; Set statement to accompany deposit	accepted	2012-02-07 11:14:06	2022-07-22 09:25:08	21814		0.0
101567863	0	cc_by_nc_nd	Published source must be acknowledged with citation ; Recommended to link to published article with DOI ; Set statement to accompany deposit	accepted	2012-02-07 11:14:06	2022-07-22 09:25:08	21814		0.0
101567863	0	cc_by_nc	Published source must be acknowledged with citation ; Recommended to link to published article with DOI ; Set statement to accompany deposit	accepted	2012-02-07 11:14:06	2022-07-22 09:25:08	21814		0.0
101567863	0	cc_by_nc_nd	Published source must be acknowledged with citation ; Recommended to link to published article with DOI ; Set statement to accompany deposit	accepted	2012-02-07 11:14:06	2022-07-22 09:25:08	21814		0.0
8914574	12	bespoke_license	Published source must be acknowledged ; Must link to publisher version with DOI ; Post-prints are subject to Springer Nature re-use terms	accepted	2010-09-16 14:33:26	2023-01-05 14:55:41	16472		12.0
101775319	12		Publisher source must be acknowledged with citation ; Must link to publisher version with set statement (see policy) and DOI	accepted	2021-08-12 13:51:32	2022-11-18 15:22:27	39538		12.0
8710523	12	cc_by_nc_nd	Must link to publisher version with DOI	accepted	2010-07-16 14:35:17	2022-07-26 11:11:02	1732		12.0
9612021	12	bespoke_license	Published source must be acknowledged ; Must link to publisher version with DOI ; Post-prints are subject to Springer Nature re-use terms	accepted	2010-09-16 13:21:12	2023-01-05 14:55:41	16364		12.0
101581613	12		Publisher source must be acknowledged with citation ; Must link to publisher version with set statement (see policy) and DOI	accepted	2011-10-05 10:46:19	2022-12-23 10:23:52	21321		12.0
9885358	12		Publisher source must be acknowledged with citation ; Must link to publisher version with set statement (see policy) and DOI	accepted	2010-07-01 17:02:45	2022-07-18 15:01:41	229		12.0
101125644	12		Set statement to accompany deposit ; Published source must be acknowledged with citation	accepted	2010-08-11 09:55:46	2022-06-30 10:42:28	8705		12.0
101125644	0	cc_by	Published source must be acknowledged with citation	published	2010-08-11 09:55:46	2022-06-30 10:42:28	8705	0.0	
101125644	0	cc_by	Published source must be acknowledged with citation	published	2010-08-11 09:55:46	2022-06-30 10:42:28	8705	0.0	
101125644	0	cc_by	Published source must be acknowledged with citation	published	2010-08-11 09:55:46	2022-06-30 10:42:28	8705	0.0	
101125644	0	cc_by	Published source must be acknowledged with citation	published	2010-08-11 09:55:46	2022-06-30 10:42:28	8705	0.0	
101125644	0	cc_by	Published source must be acknowledged with citation	published	2010-08-11 09:55:46	2022-06-30 10:42:28	8705	0.0	
101125644	0	cc_by	Published source must be acknowledged with citation	published	2010-08-11 09:55:46	2022-06-30 10:42:28	8705	0.0	
101125644	0	cc_by	Published source must be acknowledged with citation	published	2010-08-11 09:55:46	2022-06-30 10:42:28	8705	0.0	
101125644	0	cc_by	Published source must be acknowledged with citation	published	2010-08-11 09:55:46	2022-06-30 10:42:28	8705	0.0	
101125644	0	cc_by	Published source must be acknowledged with citation	published	2010-08-11 09:55:46	2022-06-30 10:42:28	8705	0.0	
101125644	0	cc_by	Published source must be acknowledged with citation	published	2010-08-11 09:55:46	2022-06-30 10:42:28	8705	0.0	
101540874	0	cc_by	Published source must be acknowledged ; Must link to published article with DOI	accepted	2013-08-29 13:34:20	2023-03-01 08:15:09	25273		0.0
101540874	0	cc_by	Published source must be acknowledged ; Must link to published article with DOI	published	2013-08-29 13:34:20	2023-03-01 08:15:09	25273	0.0	
100913944	12		Must link to publisher version with DOI	accepted	2010-08-05 11:43:06	2022-08-17 14:53:14	7389		12.0
101697329	0	cc_by	Published source must be acknowledged	accepted	2022-06-20 08:23:55	2023-02-21 06:23:49	41771		0.0
101697329	0	cc_by	Published source must be acknowledged	published	2022-06-20 08:23:55	2023-02-21 06:23:49	41771	0.0	
101734172	0	cc_by	Copy of License must accompany any deposit. ; Published source must be acknowledged ; Must link to publisher version with DOI	accepted	2018-09-04 14:10:58	2022-07-05 09:37:32	35191		0.0
